-4.000000000000000000e+00 -1.219514405044845873e+01
-3.999394939493949419e+00 -1.219351008452254170e+01
-3.998789878987898838e+00 -1.219187608367452746e+01
-3.998184818481848257e+00 -1.219024204793503152e+01
-3.997579757975797676e+00 -1.218860797733467649e+01
-3.996974697469747095e+00 -1.218697387190408499e+01
-3.996369636963696514e+00 -1.218533973167387785e+01
-3.995764576457645934e+00 -1.218370555667467414e+01
-3.995159515951595353e+00 -1.218207134693710181e+01
-3.994554455445544772e+00 -1.218043710249177281e+01
-3.993949394939493747e+00 -1.217880282336932041e+01
-3.993344334433443166e+00 -1.217716850960035302e+01
-3.992739273927392585e+00 -1.217553416121550391e+01
-3.992134213421342004e+00 -1.217389977824538150e+01
-3.991529152915291423e+00 -1.217226536072062082e+01
-3.990924092409240842e+00 -1.217063090867183739e+01
-3.990319031903190261e+00 -1.216899642212964849e+01
-3.989713971397139680e+00 -1.216736190112467675e+01
-3.989108910891089099e+00 -1.216572734568755010e+01
-3.988503850385038518e+00 -1.216409275584888583e+01
-3.987898789878987937e+00 -1.216245813163930656e+01
-3.987293729372937356e+00 -1.216082347308942424e+01
-3.986688668866886776e+00 -1.215918878022987748e+01
-3.986083608360836195e+00 -1.215755405309127291e+01
-3.985478547854785614e+00 -1.215591929170423846e+01
-3.984873487348735033e+00 -1.215428449609939321e+01
-3.984268426842684452e+00 -1.215264966630736154e+01
-3.983663366336633871e+00 -1.215101480235876430e+01
-3.983058305830582846e+00 -1.214937990428421877e+01
-3.982453245324532265e+00 -1.214774497211434934e+01
-3.981848184818481684e+00 -1.214611000587977685e+01
-3.981243124312431103e+00 -1.214447500561112747e+01
-3.980638063806380522e+00 -1.214283997133901138e+01
-3.980033003300329941e+00 -1.214120490309405653e+01
-3.979427942794279360e+00 -1.213956980090688731e+01
-3.978822882288228779e+00 -1.213793466480812810e+01
-3.978217821782178198e+00 -1.213629949482838377e+01
-3.977612761276127618e+00 -1.213466429099828936e+01
-3.977007700770077037e+00 -1.213302905334846926e+01
-3.976402640264026456e+00 -1.213139378190953188e+01
-3.975797579757975875e+00 -1.212975847671210516e+01
-3.975192519251925294e+00 -1.212812313778681350e+01
-3.974587458745874713e+00 -1.212648776516427240e+01
-3.973982398239824132e+00 -1.212485235887510981e+01
-3.973377337733773551e+00 -1.212321691894994480e+01
-3.972772277227722970e+00 -1.212158144541939109e+01
-3.972167216721672389e+00 -1.211994593831408196e+01
-3.971562156215621364e+00 -1.211831039766463114e+01
-3.970957095709570783e+00 -1.211667482350165947e+01
-3.970352035203520202e+00 -1.211503921585579135e+01
-3.969746974697469621e+00 -1.211340357475765117e+01
-3.969141914191419040e+00 -1.211176790023785621e+01
-3.968536853685368460e+00 -1.211013219232702554e+01
-3.967931793179317879e+00 -1.210849645105578531e+01
-3.967326732673267298e+00 -1.210686067645475639e+01
-3.966721672167216717e+00 -1.210522486855455604e+01
-3.966116611661166136e+00 -1.210358902738581044e+01
-3.965511551155115555e+00 -1.210195315297914043e+01
-3.964906490649064974e+00 -1.210031724536516506e+01
-3.964301430143014393e+00 -1.209868130457449809e+01
-3.963696369636963812e+00 -1.209704533063777987e+01
-3.963091309130913231e+00 -1.209540932358561527e+01
-3.962486248624862650e+00 -1.209377328344863578e+01
-3.961881188118812069e+00 -1.209213721025745336e+01
-3.961276127612761488e+00 -1.209050110404269773e+01
-3.960671067106710463e+00 -1.208886496483498796e+01
-3.960066006600659883e+00 -1.208722879266494132e+01
-3.959460946094609302e+00 -1.208559258756318577e+01
-3.958855885588558721e+00 -1.208395634956033504e+01
-3.958250825082508140e+00 -1.208232007868701707e+01
-3.957645764576457559e+00 -1.208068377497385271e+01
-3.957040704070406978e+00 -1.207904743845145923e+01
-3.956435643564356397e+00 -1.207741106915045926e+01
-3.955830583058305816e+00 -1.207577466710147540e+01
-3.955225522552255235e+00 -1.207413823233513206e+01
-3.954620462046204654e+00 -1.207250176488204296e+01
-3.954015401540154073e+00 -1.207086526477283961e+01
-3.953410341034103492e+00 -1.206922873203812863e+01
-3.952805280528052911e+00 -1.206759216670854862e+01
-3.952200220022002330e+00 -1.206595556881470799e+01
-3.951595159515951750e+00 -1.206431893838723290e+01
-3.950990099009901169e+00 -1.206268227545674421e+01
-3.950385038503850588e+00 -1.206104558005386806e+01
-3.949779977997799563e+00 -1.205940885220921821e+01
-3.949174917491748982e+00 -1.205777209195342081e+01
-3.948569856985698401e+00 -1.205613529931709138e+01
-3.947964796479647820e+00 -1.205449847433085786e+01
-3.947359735973597239e+00 -1.205286161702533931e+01
-3.946754675467546658e+00 -1.205122472743115480e+01
-3.946149614961496077e+00 -1.204958780557893405e+01
-3.945544554455445496e+00 -1.204795085149928724e+01
-3.944939493949394915e+00 -1.204631386522284231e+01
-3.944334433443344334e+00 -1.204467684678022188e+01
-3.943729372937293753e+00 -1.204303979620203968e+01
-3.943124312431243172e+00 -1.204140271351892544e+01
-3.942519251925192592e+00 -1.203976559876149466e+01
-3.941914191419142011e+00 -1.203812845196036996e+01
-3.941309130913091430e+00 -1.203649127314617928e+01
-3.940704070407040849e+00 -1.203485406234953281e+01
-3.940099009900990268e+00 -1.203321681960106027e+01
-3.939493949394939687e+00 -1.203157954493138071e+01
-3.938888888888889106e+00 -1.202994223837111498e+01
-3.938283828382838081e+00 -1.202830489995088215e+01
-3.937678767876787500e+00 -1.202666752970130837e+01
-3.937073707370736919e+00 -1.202503012765301271e+01
-3.936468646864686338e+00 -1.202339269383661602e+01
-3.935863586358635757e+00 -1.202175522828273913e+01
-3.935258525852585176e+00 -1.202011773102200465e+01
-3.934653465346534595e+00 -1.201848020208503520e+01
